id,name,city,latitude,longitude,dpcapacity,online_date,
427,Cottage Grove Ave & 63rd St,Chicago,41.78059901,-87.60611239,19,1/30/2015 17:45,
428,Dorchester Ave & 63rd St,Chicago,41.78040565,-87.59141599,15,1/30/2015 17:45,
429,Cottage Grove Ave & 67th St,Chicago,41.77372095,-87.60563486,11,1/30/2015 17:46,
430,MLK Jr Dr & 63rd St,Chicago,41.78008064,-87.61594286,15,1/30/2015 17:46,
431,Eberhart Ave & 61st St,Chicago,41.78414169,-87.61330783,11,1/30/2015 17:46,
432,Clark St & Lunt Ave,Chicago,42.009074,-87.67419,19,2/2/2015 11:32,
433,Kedzie Ave & Harrison St,Chicago,41.87359967,-87.70487075,11,2/10/2015 11:47,
434,Ogden Ave & Roosevelt Rd,Chicago,41.86650148,-87.68469707,19,2/10/2015 11:47,
435,Kedzie Ave & Roosevelt Rd,Chicago,41.86649278,-87.70649618,15,2/10/2015 11:48,
436,Fairfield Ave & Roosevelt Rd,Chicago,41.866624,-87.694521,15,2/10/2015 11:48,
437,Washtenaw Ave & Ogden Ave (*),Chicago,41.861894,-87.693511,20,2/10/2015 11:48,
438,Central Park Ave & Ogden Ave,Chicago,41.85420431,-87.71540584,15,2/10/2015 11:49,
439,Kedzie Ave & 21st St,Chicago,41.85353363,-87.70507303,11,2/10/2015 11:49,
440,Lawndale Ave & 23rd St,Chicago,41.84988195,-87.71700039,11,2/10/2015 11:49,
441,Kedzie Ave & 24th St,Chicago,41.84819094,-87.70541375,11,2/10/2015 11:50,
442,California Ave & 23rd Pl,Chicago,41.84910969,-87.69513981,15,2/10/2015 11:50,
443,Millard Ave & 26th St,Chicago,41.84456685,-87.71591031,11,2/10/2015 11:50,
444,Albany Ave & 26th St,Chicago,41.84447501,-87.70201301,11,2/10/2015 11:50,
445,California Ave & 26th St,Chicago,41.84404003,-87.69529592,11,2/10/2015 11:51,
446,Western Ave & 28th St,Chicago,41.84151771,-87.68513144,11,2/10/2015 11:51,
447,Glenwood Ave & Morse Ave,Chicago,42.00797192,-87.66550239,15,2/10/2015 12:00,
448,Warren Park East,Chicago,42.00454962,-87.68066615,15,2/10/2015 14:02,
449,Clark St & Columbia Ave,Chicago,42.00445063,-87.6724024,15,2/10/2015 14:02,
450,Warren Park West,Chicago,42.001785,-87.688829,15,2/10/2015 14:03,
451,Sheridan Rd & Loyola Ave,Chicago,42.00104378,-87.66119824,15,2/10/2015 14:03,
452,Western Ave & Granville Ave,Chicago,41.99416137,-87.68943828,15,2/10/2015 14:03,
453,Clark St & Schreiber Ave,Chicago,41.99925182,-87.67137734,15,2/10/2015 14:03,
454,Broadway & Granville Ave,Chicago,41.99477969,-87.66028453,15,2/10/2015 14:04,
455,Maplewood Ave & Peterson Ave,Chicago,41.99023603,-87.69336964,15,2/10/2015 14:04,
456,2112 W Peterson Ave,Chicago,41.991178,-87.683593,15,2/10/2015 14:04,
457,Clark St & Elmdale Ave,Chicago,41.99089375,-87.6695834,19,2/10/2015 14:04,
458,Broadway & Thorndale Ave,Chicago,41.98974251,-87.66014062,19,2/10/2015 14:05,
459,Lakefront Trail & Bryn Mawr Ave,Chicago,41.9840367,-87.65231047,19,2/10/2015 14:05,
460,Clark St & Bryn Mawr Ave,Chicago,41.983593,-87.669154,15,2/10/2015 14:05,
461,Broadway & Ridge Ave,Chicago,41.98404461,-87.66027383,15,2/10/2015 14:05,
462,Ravenswood Ave & Balmoral Ave,Chicago,41.97977022,-87.67581473,15,2/10/2015 14:06,
463,Clark St & Berwyn Ave,Chicago,41.97799665,-87.6680471,19,2/10/2015 14:06,
464,Damen Ave & Foster Ave,Chicago,41.9756148,-87.67945904,15,2/10/2015 14:06,
465,Marine Dr & Ainslie St,Chicago,41.9716,-87.650154,23,2/10/2015 14:06,
466,Ridge Blvd & Touhy Ave,Chicago,42.01213228,-87.68291264,15,2/10/2015 14:11,
467,Western Ave & Lunt Ave,Chicago,42.0085944,-87.69049224,15,2/10/2015 14:11,
468,Budlong Woods Library,Chicago,41.98366471,-87.69642256,15,2/10/2015 14:12,
469,St. Louis Ave & Balmoral Ave,Chicago,41.98039423,-87.71611496,15,2/10/2015 14:36,
470,Kedzie Ave & Foster Ave,Chicago,41.975672,-87.709261,15,2/10/2015 14:36,
471,Francisco Ave & Foster Ave,Chicago,41.97563273,-87.70141944,15,2/10/2015 14:36,
472,Lincoln Ave & Winona St,Chicago,41.9749113,-87.69250256,15,2/10/2015 14:36,
474,Christiana Ave & Lawrence Ave,Chicago,41.96835449,-87.71183067,15,2/10/2015 14:37,
475,Washtenaw Ave & Lawrence Ave,Chicago,41.968987,-87.696027,15,2/10/2015 14:38,
476,Kedzie Ave & Leland Ave,Chicago,41.96668636,-87.70805198,15,2/10/2015 14:38,
477,Manor Ave & Leland Ave,Chicago,41.96631753,-87.70108268,11,2/10/2015 14:38,
478,Rockwell St & Eastwood Ave,Chicago,41.96590014,-87.69363849,15,2/10/2015 14:38,
479,Drake Ave & Montrose Ave,Chicago,41.96115408,-87.71656907,15,2/10/2015 14:38,
480,Albany Ave & Montrose Ave,Chicago,41.961041,-87.705866,15,2/10/2015 14:39,
481,California Ave & Montrose Ave,Chicago,41.961068,-87.695439,15,2/10/2015 14:39,
482,Campbell Ave & Montrose Ave,Chicago,41.96152593,-87.69116504,15,2/10/2015 14:39,
483,Avondale Ave & Irving Park Rd,Chicago,41.953393,-87.732002,19,2/10/2015 14:39,
484,Monticello Ave & Irving Park Rd,Chicago,41.95400484,-87.71912818,15,2/10/2015 14:39,
485,Sawyer Ave & Irving Park Rd,Chicago,41.95358618,-87.7093108,15,2/10/2015 14:40,
486,Oakley Ave & Irving Park Rd,Chicago,41.95434085,-87.68607962,15,2/10/2015 14:40,
487,California Ave & Byron St,Chicago,41.95216219,-87.69805111,19,2/10/2015 14:40,
488,Pulaski Rd & Eddy St,Chicago,41.94563644,-87.72773681,11,2/10/2015 14:40,
489,Drake Ave & Addison St,Chicago,41.947326,-87.717582,15,2/10/2015 14:41,
490,Troy St & Elston Ave,Chicago,41.94524357,-87.7066499,15,2/10/2015 14:41,
491,Talman Ave & Addison St,Chicago,41.94663583,-87.69461476,15,2/10/2015 14:41,
492,Leavitt St & Addison St,Chicago,41.946655,-87.683359,15,2/10/2015 14:41,
493,Oakley Ave & Roscoe St,Chicago,41.942916,-87.685801,15,2/10/2015 14:42,
494,Kedzie Ave & Bryn Mawr Ave,Chicago,41.98239708,-87.70892252,15,2/10/2015 14:42,
495,Keystone Ave & Montrose Ave,Chicago,41.96110802,-87.7289701,15,2/10/2015 14:42,
496,Avers Ave & Belmont Ave,Chicago,41.939408,-87.723574,11,2/10/2015 14:47,
497,Kimball Ave & Belmont Ave,Chicago,41.939398,-87.711561,23,2/10/2015 14:47,
498,California Ave & Fletcher St,Chicago,41.93842879,-87.69800776,19,2/10/2015 14:47,
499,Kosciuszko Park,Chicago,41.93058537,-87.72377736,15,2/10/2015 14:48,
500,Central Park Ave & Elbridge Ave,Chicago,41.93533728,-87.71688929,15,2/10/2015 14:48,
501,Richmond St & Diversey Ave,Chicago,41.93190197,-87.70119513,15,2/10/2015 14:48,
502,California Ave & Altgeld St,Chicago,41.92669,-87.697668,15,2/10/2015 14:48,
503,Drake Ave & Fullerton Ave,Chicago,41.92439882,-87.71544104,15,2/10/2015 14:49,
504,Campbell Ave & Fullerton Ave,Chicago,41.92463247,-87.68930701,15,2/10/2015 14:49,
505,Winchester Ave & Elston Ave,Chicago,41.92409085,-87.67646007,15,2/10/2015 14:49,
506,Spaulding Ave & Armitage Ave,Chicago,41.91718375,-87.71035665,15,2/10/2015 14:50,
507,Humboldt Blvd & Armitage Ave,Chicago,41.91751339,-87.70180896,19,2/10/2015 14:50,
508,Central Park Ave & North Ave,Chicago,41.90965688,-87.71663195,15,2/10/2015 14:50,
509,Troy St & North Ave,Chicago,41.9097693,-87.70528049,15,2/10/2015 14:50,
510,Spaulding Ave & Division St,Chicago,41.90270659,-87.70921957,15,2/10/2015 14:51,
511,Albany Ave & Bloomingdale Ave,Chicago,41.91402671,-87.70512646,15,2/10/2015 14:51,
514,Ridge Blvd & Howard St,Chicago,42.019276,-87.68452,15,5/12/2016 17:35,
515,Paulina St & Howard St,Chicago,42.019159,-87.673573,23,5/12/2016 17:36,
517,Clark St & Jarvis Ave,Chicago,42.015963,-87.675005,15,5/12/2016 17:38,
518,Conservatory Dr & Lake St,Chicago,41.885502,-87.716866,15,5/24/2016 15:32,
519,Wolcott Ave & Fargo Ave,Chicago,42.016977,-87.677725,11,5/24/2016 15:40,
520,Greenview Ave & Jarvis Ave,Chicago,42.015962,-87.66857,23,5/24/2016 15:41,
522,Bosworth Ave & Howard St,Chicago,42.019537,-87.669563,15,5/24/2016 15:43,
523,Eastlake Ter & Rogers Ave,Chicago,42.021019,-87.665086,15,5/24/2016 15:44,
524,Austin Blvd & Chicago Ave,Chicago,41.894887,-87.774704,11,5/24/2016 15:45,
525,Glenwood Ave & Touhy Ave,Chicago,42.012701,-87.666058,15,5/24/2016 15:47,
526,Oakley Ave & Touhy Ave,Chicago,42.012342,-87.688243,15,5/24/2016 15:48,
527,Western Ave & Howard St,Chicago,42.018901,-87.690048,19,5/24/2016 15:49,
528,Pulaski Rd & Lake St,Chicago,41.885409,-87.726491,15,5/24/2016 15:50,
529,Cicero Ave & Lake St,Chicago,41.886841,-87.745261,15,5/27/2016 8:35,
530,Laramie Ave & Kinzie St,Chicago,41.887832,-87.755527,15,5/27/2016 8:37,
531,Central Ave & Lake St,Chicago,41.887664,-87.765469,15,5/27/2016 8:38,
532,Austin Blvd & Lake St,Chicago,41.887919,-87.774446,15,5/27/2016 8:38,
533,Central Park Blvd & 5th Ave,Chicago,41.875679,-87.71547,15,5/27/2016 8:40,
534,Pulaski Rd & Madison St,Chicago,41.880827,-87.726279,15,5/27/2016 8:41,
535,Pulaski Rd & Congress Pkwy,Chicago,41.874325,-87.725704,15,5/27/2016 8:41,
536,Kostner Ave & Lake St,Chicago,41.885928,-87.73541,15,5/27/2016 8:42,
537,Kenton Ave & Madison St,Chicago,41.880708,-87.741018,15,5/27/2016 8:43,
538,Cicero Ave & Flournoy St,Chicago,41.872131,-87.746619,15,5/27/2016 8:43,
539,Cicero Ave & Quincy St,Chicago,41.877613,-87.745405,15,5/27/2016 8:44,
540,Laramie Ave & Madison St,Chicago,41.880207,-87.755337,15,5/27/2016 8:46,
541,Central Ave & Harrison St,Chicago,41.872993,-87.764499,15,5/27/2016 8:49,
542,Central Ave & Madison St,Chicago,41.880121,-87.763238,15,5/27/2016 9:03,
543,Laramie Ave & Gladys Ave,Chicago,41.875806,-87.755285,15,5/27/2016 9:04,
544,Austin Blvd & Madison St,Chicago,41.880281,-87.774453,15,5/27/2016 9:05,
545,Kostner Ave & Adams St,Chicago,41.877917,-87.735737,15,5/27/2016 9:05,
546,Damen Ave & Pershing Rd,Chicago,41.823192,-87.676597,11,5/27/2016 9:13,
547,Ashland Ave & Pershing Rd,Chicago,41.823465,-87.665577,11,5/27/2016 9:24,
548,Morgan St & Pershing Rd,Chicago,41.823613,-87.650931,11,5/27/2016 9:25,
549,Marshfield Ave & 44th St,Chicago,41.813996,-87.666589,11,5/27/2016 9:25,
550,Central Ave & Chicago Ave,Chicago,41.894958,-87.764902,11,5/27/2016 9:25,
551,Hoyne Ave & 47th St,Chicago,41.808227,-87.67718,11,5/27/2016 9:29,
552,Ashland Ave & McDowell Ave,Chicago,41.80887,-87.66454,11,5/27/2016 9:30,
553,Elizabeth St & 47th St,Chicago,41.80839,-87.656526,11,5/27/2016 10:03,
554,Damen Ave & 51st St,Chicago,41.800908,-87.674684,11,5/27/2016 10:15,
555,Ashland Ave & 50th St,Chicago,41.803023,-87.664699,11,5/27/2016 10:16,
556,Throop St & 52nd St,Chicago,41.799659,-87.657195,11,5/27/2016 10:48,
557,Seeley Ave & Garfield Blvd,Chicago,41.794087,-87.675478,11,5/27/2016 10:48,
558,Ashland Ave & Garfield Blvd,Chicago,41.792822,-87.664429,11,5/27/2016 10:49,
559,Racine Ave & Garfield Blvd,Chicago,41.794228,-87.655073,11,5/27/2016 10:49,
560,Marshfield Ave & 59th St,Chicago,41.786833,-87.666215,11,5/27/2016 10:50,
561,Damen Ave & 59th St,Chicago,41.78602,-87.674167,11,5/27/2016 10:50,
562,Racine Ave & 61st St,Chicago,41.783189,-87.654372,11,5/27/2016 10:51,
563,Ashland Ave & 63rd St,Chicago,41.779374,-87.664843,15,5/27/2016 10:51,
564,Racine Ave & 65th St,Chicago,41.775393,-87.654308,11,5/27/2016 10:52,
565,Ashland Ave & 66th St,Chicago,41.774074,-87.663815,11,5/27/2016 10:52,
566,Ashland Ave & 69th St,Chicago,41.768726,-87.664069,11,5/27/2016 10:53,
567,May St & 69th St,Chicago,41.768938,-87.652934,11,5/27/2016 10:53,
568,Normal Ave & 72nd St,Chicago,41.763462,-87.637297,11,5/27/2016 10:54,
569,Woodlawn Ave & 75th St,Chicago,41.75916,-87.595751,15,5/27/2016 10:54,
570,Evans Ave & 75th St,Chicago,41.758308,-87.606685,11,5/27/2016 10:55,
571,Vernon Ave & 75th St,Chicago,41.758361,-87.614138,11,5/27/2016 10:55,
572,State St & 76th St,Chicago,41.756971,-87.624621,11,5/27/2016 10:56,
573,State St & 79th St,Chicago,41.750794,-87.624424,15,5/27/2016 10:56,
574,Eberhart (Vernon) Ave & 79th St,Chicago,41.751345,-87.612568,11,5/27/2016 10:57,
575,Cottage Grove Ave & 78th St,Chicago,41.753174,-87.605026,11,5/27/2016 10:57,
576,Greenwood Ave & 79th St,Chicago,41.751294,-87.597552,15,5/27/2016 11:29,
577,Stony Island Ave & South Chicago Ave,Chicago,41.751173,-87.585337,11,5/27/2016 11:31,
578,Bennett Ave & 79th St,Chicago,41.751785,-87.578496,11,5/27/2016 11:31,
579,Phillips Ave & 79th St,Chicago,41.75182,-87.565211,11,5/27/2016 11:32,
580,Exchange Ave & 79th St,Chicago,41.751731,-87.552812,15,5/27/2016 11:32,
581,Commercial Ave & 83rd St,Chicago,41.744607,-87.551201,0,5/27/2016 11:33,
582,Phillips Ave & 83rd St,Chicago,41.744688,-87.566066,0,5/27/2016 11:34,
583,Stony Island Ave & 82nd St,Chicago,41.746559,-87.586005,11,5/27/2016 11:34,
584,Ellis Ave & 83rd St,Chicago,41.744123,-87.599034,15,5/27/2016 11:35,
585,Cottage Grove Ave & 83rd St,Chicago,41.744053,-87.604786,11,5/27/2016 11:36,
586,MLK Jr Dr & 83rd St,Chicago,41.743116,-87.6148,11,5/27/2016 11:36,
587,Wabash Ave & 83rd St,Chicago,41.743316,-87.622849,11,5/27/2016 11:37,
588,South Chicago Ave & 83rd St,Chicago,41.743921,-87.575225,11,5/27/2016 11:38,
589,Milwaukee Ave & Cuyler Ave,Chicago,41.954468,-87.749594,15,5/27/2016 11:39,
590,Kilbourn Ave & Irving Park Rd,Chicago,41.953733,-87.740569,15,5/27/2016 11:39,
591,Kilbourn Ave & Milwaukee Ave,Chicago,41.948818,-87.74002,23,5/27/2016 11:40,
592,Knox Ave & Montrose Ave,Chicago,41.960631,-87.745359,15,5/27/2016 11:40,
593,Halsted St & 59th St,Chicago,41.787539,-87.644874,11,5/27/2016 11:41,
594,Western Blvd & 48th Pl,Chicago,41.805661,-87.683392,15,5/27/2016 11:42,
595,Wabash Ave & 87th St,Chicago,41.736646,-87.622634,15,5/27/2016 11:42,
596,Benson Ave & Church St,Evanston,42.048214,-87.683485,15,6/14/2016 11:00,
597,Chicago Ave & Washington St,Evanston,42.032562,-87.679101,15,6/14/2016 11:01,
598,Elmwood Ave & Austin St,Evanston,42.025784,-87.684107,15,6/14/2016 11:02,
599,Valli Produce - Evanston Plaza,Evanston,42.039742,-87.699413,15,6/14/2016 11:03,
600,Dodge Ave & Church St,Evanston,42.048308,-87.698224,15,6/14/2016 11:03,
601,Central St Metra,Evanston,42.063598,-87.69873,15,6/14/2016 11:04,
602,Central St & Girard Ave,Evanston,42.064313,-87.686152,15,6/14/2016 11:04,
603,Chicago Ave & Sheridan Rd,Evanston,42.050491,-87.677821,15,6/14/2016 11:05,
604,Sheridan Rd & Noyes St (NU),Evanston,42.058239,-87.677432,15,6/14/2016 11:05,
605,University Library (NU),Evanston,42.052939,-87.673447,15,6/14/2016 11:06,
606,Forest Ave & Chicago Ave,Oak Park,41.894355,-87.80022,19,6/23/2016 12:21,
607,Cuyler Ave & Augusta St,Oak Park,41.898168,-87.783055,11,6/23/2016 12:22,
608,Humphrey Ave & Ontario St,Oak Park,41.890249,-87.778281,11,6/23/2016 12:23,
609,Forest Ave & Lake St,Oak Park,41.88891,-87.800255,15,6/23/2016 12:23,
610,Marion St & South Blvd,Oak Park,41.88681,-87.80287,19,6/23/2016 12:24,
611,Oak Park Ave & South Blvd,Oak Park,41.886923,-87.793899,19,6/23/2016 12:25,
612,Ridgeland Ave & Lake St,Oak Park,41.888085,-87.785236,15,6/23/2016 12:25,
613,Wisconsin Ave & Madison St (Temp),Oak Park,41.879902,-87.803911,11,6/23/2016 12:26,
614,East Ave & Madison St,Oak Park,41.880113,-87.789247,15,6/23/2016 12:26,
615,Lombard Ave & Madison St,Oak Park,41.87981,-87.779425,15,6/23/2016 12:27,
616,Oak Park Ave & Harrison St,Oak Park,41.872987,-87.793945,19,6/23/2016 12:27,
617,East Ave & Garfield St,Oak Park,41.871312,-87.788938,15,6/23/2016 12:27,
618,Lombard Ave & Garfield St,Oak Park,41.870699,-87.778797,19,6/23/2016 12:28,
619,Keystone Ave & Fullerton Ave,Chicago,41.924361,-87.727752,15,7/7/2016 16:46,
620,Orleans St & Chestnut St (NEXT Apts),Chicago,41.898203,-87.637536,15,7/7/2016 16:46,
622,California Ave & Cortez St,Chicago,41.900363,-87.696704,15,4/27/2017 9:17,
623,Michigan Ave & 8th St,Chicago,41.872773,-87.623981,31,6/13/2017 15:23,
624,Dearborn St & Van Buren St (*),Chicago,41.876268,-87.629155,16,7/26/2017 21:25,
625,Chicago Ave & Dempster St,Evanston,42.041691,-87.680687,15,8/11/2017 16:53,
626,Delano Ct & Roosevelt Rd,Chicago,41.867491,-87.63219,19,12/21/2017 22:06,
